ダウンロードした時刻：2018/10/02 11:09:05

,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉
2017/1/13,8.1,8,1,12.3,8,1,3.4,8,1,54,8,1,38,8,1,1001.0,8,1,0.0,0,8,1,7.5,0,8,1,5.1,8,1
2017/1/14,3.0,8,1,7.4,8,1,-0.5,8,1,52,8,1,28,8,1,1001.2,8,1,0.0,0,8,1,4.7,0,8,1,2.8,8,1
2017/1/15,2.2,8,1,5.3,8,1,-0.7,8,1,36,8,1,24,8,1,1008.1,8,1,0,1,8,1,9.0,0,8,1,5.2,8,1
2017/1/16,4.3,8,1,8.3,8,1,-0.6,8,1,38,8,1,17,8,1,1010.4,8,1,0,1,8,1,9.8,0,8,1,4.2,8,1
2017/1/17,6.2,8,1,10.6,8,1,2.3,8,1,46,8,1,25,8,1,1021.7,8,1,0,1,8,1,9.5,0,8,1,3.3,8,1
2017/1/18,6.6,8,1,11.0,8,1,1.9,8,1,52,8,1,34,8,1,1025.6,8,1,0,1,8,1,7.2,0,8,1,2.5,8,1
2017/1/19,6.5,8,1,11.2,8,1,3.3,8,1,43,8,1,23,8,1,1017.9,8,1,0,1,8,1,2.3,0,8,1,2.4,8,1
2017/1/20,2.7,8,1,3.9,8,1,0.8,8,1,72,8,1,45,8,1,1009.2,8,1,2.5,0,8,1,0.0,0,8,1,3.0,8,1
2017/1/21,6.1,8,1,11.3,8,1,2.3,8,1,53,8,1,22,8,1,1013.9,8,1,0.5,0,8,1,9.6,0,8,1,4.6,8,1
2017/1/22,7.0,8,1,13.0,8,1,2.1,8,1,46,8,1,32,8,1,1011.5,8,1,0,1,8,1,9.5,0,8,1,3.2,8,1
2017/1/23,4.7,8,1,8.3,8,1,1.9,8,1,27,8,1,16,8,1,1011.3,8,1,0,1,8,1,7.5,0,8,1,5.6,8,1
2017/1/24,3.6,8,1,7.6,8,1,0.3,8,1,25,8,1,11,8,1,1018.9,8,1,0,1,8,1,9.3,0,8,1,5.4,8,1
2017/1/25,4.7,8,1,9.9,8,1,1.1,8,1,28,8,1,17,8,1,1024.8,8,1,0,1,8,1,10.0,0,8,1,4.3,8,1
2017/1/26,5.5,8,1,10.7,8,1,0.0,8,1,37,8,1,18,8,1,1026.5,8,1,0,1,8,1,10.0,0,8,1,2.2,8,1
2017/1/27,11.3,8,1,15.6,8,1,5.3,8,1,48,8,1,38,8,1,1018.5,8,1,0,1,8,1,4.4,0,8,1,8.0,8,1
2017/1/28,9.0,8,1,13.4,8,1,4.4,8,1,46,8,1,28,8,1,1022.7,8,1,0,1,8,1,8.9,0,8,1,2.4,8,1
2017/1/29,8.9,8,1,13.8,8,1,4.7,8,1,57,8,1,41,8,1,1019.5,8,1,0,1,8,1,5.3,0,8,1,1.7,8,1
2017/1/30,12.4,8,1,18.3,8,1,8.0,8,1,57,8,1,27,8,1,1002.8,8,1,0.5,0,8,1,6.4,0,8,1,4.4,8,1
2017/1/31,6.9,8,1,10.8,8,1,3.8,8,1,27,8,1,17,8,1,1018.3,8,1,0,1,8,1,8.4,0,8,1,5.2,8,1
2017/2/1,6.9,8,1,10.5,8,1,3.5,8,1,38,8,1,29,8,1,1012.8,8,1,0,1,8,1,7.5,0,8,1,2.9,8,1
2017/2/2,5.2,8,1,9.9,8,1,2.1,8,1,26,8,1,15,8,1,1012.2,8,1,0,1,8,1,9.7,0,8,1,6.1,8,1
2017/2/3,8.2,8,1,13.0,8,1,2.5,8,1,29,8,1,16,8,1,1014.7,8,1,0,1,8,1,9.9,0,8,1,5.7,8,1
2017/2/4,8.5,8,1,13.2,8,1,3.9,8,1,39,8,1,19,8,1,1018.0,8,1,0,1,8,1,9.7,0,8,1,3.0,8,1
2017/2/5,7.4,8,1,9.2,8,1,4.5,8,1,61,8,1,43,8,1,1010.6,8,1,0.0,0,8,1,2.5,0,8,1,2.0,8,1
2017/2/6,9.4,8,1,15.0,8,1,6.0,8,1,46,8,1,20,8,1,999.1,8,1,0.5,0,8,1,7.3,0,8,1,5.3,8,1
2017/2/7,6.2,8,1,10.0,8,1,3.8,8,1,26,8,1,14,8,1,1010.0,8,1,0,1,8,1,9.8,0,8,1,8.1,8,1
2017/2/8,6.8,8,1,10.8,8,1,3.5,8,1,28,8,1,17,8,1,1012.3,8,1,0,1,8,1,8.2,0,8,1,4.5,8,1
2017/2/9,2.9,8,1,5.9,8,1,1.4,8,1,80,8,1,41,8,1,1003.0,8,1,7.5,0,8,1,0.0,0,8,1,3.0,8,1
2017/2/10,4.9,8,1,10.2,8,1,2.2,8,1,54,8,1,24,8,1,998.5,8,1,0.0,0,8,1,5.6,0,8,1,4.3,8,1
2017/2/11,5.0,8,1,9.3,8,1,1.1,8,1,32,8,1,18,8,1,1007.2,8,1,0,1,8,1,7.9,0,8,1,3.2,8,1
2017/2/12,6.3,8,1,10.9,8,1,2.9,8,1,30,8,1,15,8,1,1014.5,8,1,0,1,8,1,10.2,0,8,1,6.4,8,1
2017/2/13,6.3,8,1,11.9,8,1,1.7,8,1,32,8,1,16,8,1,1021.0,8,1,0,1,8,1,9.0,0,8,1,3.1,8,1
2017/2/14,6.5,8,1,11.2,8,1,2.3,8,1,30,8,1,17,8,1,1022.2,8,1,0,1,8,1,9.0,0,8,1,2.6,8,1
2017/2/15,6.9,8,1,11.7,8,1,2.3,8,1,37,8,1,17,8,1,1024.5,8,1,0,1,8,1,10.4,0,8,1,2.7,8,1
2017/2/16,8.0,8,1,12.1,8,1,3.4,8,1,48,8,1,28,8,1,1023.1,8,1,0,1,8,1,10.4,0,8,1,2.6,8,1
2017/2/17,14.1,8,1,18.2,8,1,7.9,8,1,63,8,1,32,8,1,1011.7,8,1,0,1,8,1,6.8,0,8,1,8.3,8,1
2017/2/18,8.2,8,1,11.6,8,1,6.3,8,1,41,8,1,31,8,1,1011.4,8,1,0.0,0,8,1,0.7,0,8,1,3.1,8,1
2017/2/19,6.5,8,1,10.6,8,1,2.0,8,1,41,8,1,16,8,1,1014.5,8,1,0.0,0,8,1,10.3,0,8,1,4.0,8,1
2017/2/20,10.5,8,1,16.7,8,1,3.3,8,1,60,8,1,31,8,1,1002.3,8,1,18.0,0,8,1,3.0,0,8,1,7.1,8,1
2017/2/21,6.4,8,1,9.5,8,1,3.6,8,1,29,8,1,16,8,1,1015.4,8,1,0,1,8,1,10.6,0,8,1,8.7,8,1
2017/2/22,7.3,8,1,11.1,8,1,1.3,8,1,49,8,1,30,8,1,1022.6,8,1,0,1,8,1,4.1,0,8,1,3.7,8,1
2017/2/23,13.9,8,1,18.3,8,1,10.5,8,1,70,8,1,31,8,1,1001.4,8,1,1.0,0,8,1,0.6,0,8,1,7.0,8,1
2017/2/24,8.1,8,1,11.2,8,1,4.6,8,1,25,8,1,17,8,1,1011.3,8,1,0.0,0,8,1,1.6,0,8,1,5.3,8,1
2017/2/25,6.9,8,1,11.4,8,1,3.2,8,1,65,8,1,41,8,1,1016.3,8,1,0.0,0,8,1,3.3,0,8,1,2.4,8,1
2017/2/26,8.5,8,1,12.3,8,1,4.2,8,1,56,8,1,27,8,1,1017.6,8,1,0,1,8,1,9.2,0,8,1,2.6,8,1
2017/2/27,6.0,8,1,7.9,8,1,3.9,8,1,59,8,1,47,8,1,1023.7,8,1,0,1,8,1,0.1,0,8,1,4.1,8,1
2017/2/28,4.8,8,1,8.9,8,1,1.8,8,1,58,8,1,43,8,1,1024.7,8,1,0,1,8,1,6.8,0,8,1,3.2,8,1
2017/3/1,6.6,8,1,11.8,8,1,1.6,8,1,67,8,1,41,8,1,1020.8,8,1,5.0,0,8,1,9.3,0,8,1,2.0,8,1
2017/3/2,7.5,8,1,8.6,8,1,6.1,8,1,89,8,1,83,8,1,1006.7,8,1,10.5,0,8,1,0.0,0,8,1,2.4,8,1
2017/3/3,9.5,8,1,15.6,8,1,5.3,8,1,50,8,1,19,8,1,1009.2,8,1,0,1,8,1,8.7,0,8,1,3.5,8,1
2017/3/4,9.1,8,1,14.1,8,1,4.6,8,1,46,8,1,34,8,1,1016.8,8,1,0,1,8,1,4.9,0,8,1,2.7,8,1
2017/3/5,10.5,8,1,15.4,8,1,4.9,8,1,62,8,1,42,8,1,1013.8,8,1,0,1,8,1,8.1,0,8,1,2.6,8,1
2017/3/6,9.9,8,1,12.7,8,1,8.1,8,1,82,8,1,55,8,1,1004.2,8,1,9.5,0,8,1,0.4,0,8,1,1.9,8,1
2017/3/7,6.2,8,1,10.3,8,1,2.6,8,1,63,8,1,33,8,1,1002.6,8,1,2.0,0,8,1,1.8,0,8,1,2.8,8,1
2017/3/8,6.2,8,1,11.0,8,1,1.5,8,1,56,8,1,17,8,1,1004.9,8,1,0,1,8,1,11.2,0,8,1,2.1,8,1
2017/3/9,7.7,8,1,11.6,8,1,2.2,8,1,44,8,1,27,8,1,1005.5,8,1,0,1,8,1,11.2,0,8,1,2.3,8,1
2017/3/10,9.1,8,1,14.1,8,1,4.8,8,1,34,8,1,18,8,1,1009.3,8,1,0,1,8,1,10.4,0,8,1,2.8,8,1
2017/3/11,7.3,8,1,12.0,8,1,4.6,8,1,43,8,1,25,8,1,1018.8,8,1,0,1,8,1,7.6,0,8,1,2.9,8,1
2017/3/12,7.3,8,1,12.2,8,1,3.1,8,1,48,8,1,35,8,1,1022.5,8,1,0,1,8,1,9.8,0,8,1,3.0,8,1
2017/3/13,9.4,8,1,12.7,8,1,6.3,8,1,70,8,1,55,8,1,1017.3,8,1,0.0,0,8,1,1.0,0,8,1,2.8,8,1
2017/3/14,8.5,8,1,11.5,8,1,6.5,8,1,85,8,1,69,8,1,1007.0,8,1,2.5,0,8,1,0.0,0,8,1,3.5,8,1
2017/3/15,4.8,8,1,6.5,8,1,3.3,8,1,76,8,1,62,8,1,1006.9,8,1,7.5,0,8,1,0.0,0,8,1,3.7,8,1
2017/3/16,8.4,8,1,13.2,8,1,3.6,8,1,54,8,1,26,8,1,1014.5,8,1,0,1,8,1,9.7,0,8,1,3.2,8,1
2017/3/17,9.3,8,1,14.4,8,1,4.2,8,1,39,8,1,21,8,1,1017.6,8,1,0.0,0,8,1,9.8,0,8,1,3.0,8,1
2017/3/18,10.5,8,1,14.7,8,1,5.3,8,1,39,8,1,19,8,1,1020.0,8,1,0,1,8,1,8.2,0,8,1,2.9,8,1
2017/3/19,12.9,8,1,18.2,8,1,7.6,8,1,41,8,1,18,8,1,1018.5,8,1,0,1,8,1,9.0,0,8,1,3.6,8,1
2017/3/20,12.4,8,1,16.8,8,1,8.9,8,1,34,8,1,16,8,1,1020.3,8,1,0,1,8,1,9.5,0,8,1,4.1,8,1
2017/3/21,10.3,8,1,13.1,8,1,7.9,8,1,77,8,1,50,8,1,1007.1,8,1,11.0,0,8,1,0.0,0,8,1,4.9,8,1
2017/3/22,10.5,8,1,15.0,8,1,6.6,8,1,35,8,1,19,8,1,1010.8,8,1,0,1,8,1,9.7,0,8,1,5.5,8,1
2017/3/23,10.0,8,1,14.1,8,1,6.5,8,1,38,8,1,25,8,1,1015.2,8,1,0,1,8,1,5.8,0,8,1,2.3,8,1
2017/3/24,8.7,8,1,13.8,8,1,5.6,8,1,38,8,1,15,8,1,1015.3,8,1,0.0,0,8,1,4.1,0,8,1,4.0,8,1
2017/3/25,7.5,8,1,12.3,8,1,3.7,8,1,38,8,1,23,8,1,1019.8,8,1,0,1,8,1,10.4,0,8,1,3.2,8,1
2017/3/26,7.5,8,1,9.6,8,1,5.9,8,1,81,8,1,50,8,1,1016.9,8,1,7.0,0,8,1,0.1,0,8,1,3.0,8,1
2017/3/27,5.1,8,1,7.1,8,1,2.3,8,1,84,8,1,70,8,1,1008.8,8,1,30.0,0,8,1,0.6,0,8,1,4.9,8,1
2017/3/28,8.3,8,1,13.7,8,1,3.8,8,1,61,8,1,25,8,1,1017.9,8,1,1.0,0,8,1,9.1,0,8,1,3.4,8,1
2017/3/29,9.4,8,1,14.1,8,1,5.0,8,1,65,8,1,41,8,1,1021.6,8,1,0.0,0,8,1,6.8,0,8,1,2.7,8,1
2017/3/30,11.9,8,1,16.0,8,1,6.4,8,1,63,8,1,40,8,1,1017.2,8,1,0,1,8,1,9.6,0,8,1,2.6,8,1
2017/3/31,9.1,8,1,13.1,8,1,5.8,8,1,57,8,1,34,8,1,1016.5,8,1,5.0,0,8,1,1.8,0,8,1,3.0,8,1
2017/4/1,6.5,8,1,8.3,8,1,4.9,8,1,76,8,1,54,8,1,1012.8,8,1,7.0,0,8,1,0.0,0,8,1,3.7,8,1
2017/4/2,8.4,8,1,13.3,8,1,4.7,8,1,56,8,1,32,8,1,1013.3,8,1,0,1,8,1,10.3,0,8,1,3.0,8,1
2017/4/3,9.7,8,1,15.4,8,1,6.3,8,1,62,8,1,41,8,1,1015.7,8,1,1.5,0,8,1,6.9,0,8,1,3.2,8,1
2017/4/4,10.8,8,1,16.6,8,1,5.4,8,1,58,8,1,32,8,1,1023.7,8,1,0,1,8,1,11.7,0,8,1,3.2,8,1
2017/4/5,14.7,8,1,17.7,8,1,10.9,8,1,59,8,1,44,8,1,1026.0,8,1,0,1,8,1,9.7,0,8,1,5.1,8,1
2017/4/6,16.9,8,1,20.6,8,1,13.6,8,1,63,8,1,32,8,1,1022.5,8,1,0.0,0,8,1,5.8,0,8,1,7.2,8,1
2017/4/7,17.6,8,1,19.4,8,1,16.7,8,1,80,8,1,66,8,1,1015.7,8,1,1.5,0,8,1,1.6,0,8,1,8.7,8,1
2017/4/8,16.3,8,1,19.0,8,1,13.4,8,1,93,8,1,88,8,1,1011.8,8,1,17.0,0,8,1,0.0,0,8,1,5.2,8,1
2017/4/9,14.5,8,1,17.7,8,1,10.8,8,1,91,8,1,65,8,1,1007.1,8,1,11.5,0,8,1,0.0,0,8,1,4.2,8,1
2017/4/10,10.8,8,1,15.0,8,1,7.5,8,1,43,8,1,24,8,1,1019.6,8,1,0,1,8,1,6.3,0,8,1,3.8,8,1
2017/4/11,10.6,8,1,13.6,8,1,8.2,8,1,85,8,1,59,8,1,1005.7,8,1,40.5,0,8,1,0.0,0,8,1,4.0,8,1
2017/4/12,15.4,8,1,21.9,8,1,9.7,8,1,54,8,1,23,8,1,1001.4,8,1,0,1,8,1,9.2,0,8,1,3.8,8,1
2017/4/13,12.4,8,1,17.1,8,1,7.6,8,1,51,8,1,36,8,1,1013.1,8,1,0.0,0,8,1,8.9,0,8,1,3.5,8,1
2017/4/14,15.0,8,1,20.9,8,1,8.6,8,1,47,8,1,30,8,1,1016.2,8,1,0,1,8,1,11.7,0,8,1,4.5,8,1
2017/4/15,18.2,8,1,21.5,8,1,16.5,8,1,60,8,1,50,8,1,1013.0,8,1,0,1,8,1,8.0,0,8,1,8.6,8,1
2017/4/16,19.0,8,1,23.4,8,1,14.1,8,1,56,8,1,26,8,1,1013.1,8,1,0,1,8,1,10.5,0,8,1,3.7,8,1
2017/4/17,18.7,8,1,25.1,8,1,15.6,8,1,68,8,1,25,8,1,1012.1,8,1,14.5,0,8,1,4.1,0,8,1,4.7,8,1
2017/4/18,20.1,8,1,25.9,8,1,15.9,8,1,70,8,1,45,8,1,992.6,8,1,20.5,0,8,1,3.8,0,8,1,8.1,8,1
2017/4/19,17.6,8,1,23.8,8,1,13.7,8,1,48,8,1,16,8,1,998.4,8,1,0,1,8,1,10.5,0,8,1,6.5,8,1
2017/4/20,15.3,8,1,19.7,8,1,11.8,8,1,45,8,1,28,8,1,1011.3,8,1,0,1,8,1,9.7,0,8,1,4.1,8,1
2017/4/21,15.5,8,1,17.7,8,1,13.8,8,1,71,8,1,50,8,1,1007.2,8,1,0.0,0,8,1,0.1,0,8,1,2.3,8,1
2017/4/22,14.9,8,1,18.7,8,1,11.3,8,1,69,8,1,43,8,1,1007.0,8,1,2.5,0,8,1,0.5,0,8,1,2.9,8,1
2017/4/23,13.5,8,1,19.3,8,1,10.4,8,1,51,8,1,26,8,1,1016.6,8,1,0,1,8,1,11.3,0,8,1,3.2,8,1
2017/4/24,14.1,8,1,17.5,8,1,11.0,8,1,56,8,1,46,8,1,1026.2,8,1,0,1,8,1,5.7,0,8,1,3.2,8,1
2017/4/25,15.7,8,1,20.4,8,1,11.4,8,1,57,8,1,36,8,1,1025.3,8,1,0,1,8,1,10.7,0,8,1,4.8,8,1
2017/4/26,17.0,8,1,19.7,8,1,14.2,8,1,69,8,1,53,8,1,1014.3,8,1,0,1,8,1,0.2,0,8,1,6.5,8,1
2017/4/27,14.7,8,1,17.6,8,1,11.6,8,1,69,8,1,45,8,1,1004.9,8,1,6.5,0,8,1,2.6,0,8,1,4.5,8,1
2017/4/28,16.0,8,1,20.1,8,1,12.7,8,1,62,8,1,31,8,1,1006.2,8,1,0,1,8,1,7.4,0,8,1,2.7,8,1
2017/4/29,16.3,8,1,21.9,8,1,11.8,8,1,64,8,1,34,8,1,1005.7,8,1,0,1,8,1,12.1,0,8,1,3.5,8,1
2017/4/30,18.0,8,1,23.2,8,1,12.1,8,1,57,8,1,31,8,1,1009.2,8,1,0,1,8,1,12.6,0,8,1,3.7,8,1
2017/5/1,18.0,8,1,23.5,8,1,14.2,8,1,70,8,1,37,8,1,1011.4,8,1,3.0,0,8,1,8.2,0,8,1,3.0,8,1
2017/5/2,16.6,8,1,22.3,8,1,12.5,8,1,43,8,1,21,8,1,1022.5,8,1,0,1,8,1,12.9,0,8,1,3.2,8,1
2017/5/3,16.9,8,1,20.3,8,1,12.9,8,1,57,8,1,40,8,1,1026.5,8,1,0,1,8,1,9.6,0,8,1,4.4,8,1
2017/5/4,17.9,8,1,21.8,8,1,15.2,8,1,63,8,1,41,8,1,1023.4,8,1,0,1,8,1,8.3,0,8,1,4.8,8,1
2017/5/5,19.0,8,1,23.1,8,1,15.3,8,1,76,8,1,55,8,1,1015.9,8,1,0,1,8,1,11.3,0,8,1,2.9,8,1
2017/5/6,20.7,8,1,25.8,8,1,15.7,8,1,79,8,1,58,8,1,1009.8,8,1,0,1,8,1,10.5,0,8,1,5.9,8,1
2017/5/7,19.7,8,1,23.9,8,1,15.2,8,1,70,8,1,41,8,1,1006.4,8,1,0.0,0,8,1,2.5,0,8,1,4.4,8,1
2017/5/8,20.9,8,1,26.4,8,1,14.7,8,1,47,8,1,28,8,1,1008.3,8,1,0,1,8,1,12.6,0,8,1,3.3,8,1
2017/5/9,18.9,8,1,21.9,8,1,16.5,8,1,50,8,1,33,8,1,1016.8,8,1,0.0,0,8,1,0.9,0,8,1,3.5,8,1
2017/5/10,16.6,8,1,17.2,8,1,15.8,8,1,90,8,1,73,8,1,1011.9,8,1,4.5,0,8,1,0.0,0,8,1,2.0,8,1
2017/5/11,20.9,8,1,25.8,8,1,16.8,8,1,70,8,1,44,8,1,1007.1,8,1,0,1,8,1,7.6,0,8,1,2.8,8,1
2017/5/12,21.1,8,1,27.8,8,1,16.8,8,1,76,8,1,39,8,1,1013.2,8,1,0,1,8,1,8.5,0,8,1,4.1,8,1
2017/5/13,18.3,8,1,19.9,8,1,16.8,8,1,91,8,1,75,8,1,1008.4,8,1,34.5,0,8,1,0.0,0,8,1,4.1,8,1
2017/5/14,17.1,8,1,19.3,8,1,15.2,8,1,83,8,1,68,8,1,1010.0,8,1,0.0,0,8,1,0.2,0,8,1,3.5,8,1
2017/5/15,17.4,8,1,20.9,8,1,14.9,8,1,84,8,1,68,8,1,1010.0,8,1,0.0,0,8,1,0.4,0,8,1,2.2,8,1
2017/5/16,18.6,8,1,23.1,8,1,16.5,8,1,70,8,1,44,8,1,1008.0,8,1,0,1,8,1,3.8,0,8,1,3.6,8,1
2017/5/17,17.1,8,1,19.7,8,1,15.2,8,1,71,8,1,60,8,1,1009.3,8,1,0,1,8,1,0.6,0,8,1,2.9,8,1
2017/5/18,18.3,8,1,24.0,8,1,15.6,8,1,74,8,1,48,8,1,1013.9,8,1,16.5,0,8,1,5.4,0,8,1,2.4,8,1
2017/5/19,19.6,8,1,24.4,8,1,13.9,8,1,74,8,1,45,8,1,1015.9,8,1,0,1,8,1,12.9,0,8,1,2.8,8,1
2017/5/20,21.3,8,1,26.6,8,1,17.6,8,1,72,8,1,42,8,1,1014.9,8,1,0,1,8,1,12.8,0,8,1,3.3,8,1
2017/5/21,22.8,8,1,28.0,8,1,19.4,8,1,65,8,1,38,8,1,1014.8,8,1,0,1,8,1,12.4,0,8,1,3.2,8,1
2017/5/22,23.0,8,1,26.4,8,1,20.3,8,1,62,8,1,36,8,1,1013.9,8,1,0,1,8,1,12.2,0,8,1,5.3,5,1
2017/5/23,22.5,8,1,27.2,8,1,19.7,8,1,62,8,1,30,8,1,1011.5,8,1,0,1,8,1,12.9,0,8,1,6.4,8,1
2017/5/24,22.2,8,1,25.3,8,1,19.7,8,1,73,8,1,56,8,1,1008.8,8,1,0.0,0,8,1,3.9,0,8,1,5.2,8,1
2017/5/25,21.4,8,1,24.9,8,1,18.5,8,1,81,8,1,65,8,1,1005.7,8,1,0.0,0,8,1,0.1,0,8,1,2.5,8,1
2017/5/26,18.7,8,1,21.6,8,1,17.2,8,1,89,8,1,74,8,1,1004.6,8,1,16.0,0,8,1,0.3,0,8,1,3.4,8,1
2017/5/27,20.8,8,1,26.8,8,1,17.2,8,1,74,8,1,40,8,1,1006.6,8,1,0,1,8,1,8.9,0,8,1,4.4,8,1
2017/5/28,21.1,8,1,27.3,8,1,17.0,8,1,64,8,1,41,8,1,1010.6,8,1,0,1,8,1,8.4,0,8,1,3.1,8,1
2017/5/29,21.7,8,1,26.0,8,1,18.4,8,1,68,8,1,48,8,1,1012.4,8,1,0,1,8,1,11.2,0,8,1,3.9,8,1
2017/5/30,22.9,8,1,26.3,8,1,19.6,8,1,71,8,1,52,8,1,1009.3,8,1,0,1,8,1,12.4,0,8,1,4.5,8,1
2017/5/31,23.7,8,1,27.1,8,1,21.9,8,1,75,8,1,57,8,1,1006.2,8,1,0,1,8,1,4.2,0,8,1,5.7,8,1
2017/6/1,22.8,8,1,27.0,8,1,21.0,8,1,78,8,1,55,8,1,998.0,8,1,0.0,0,8,1,1.0,0,8,1,3.1,8,1
2017/6/2,22.9,8,1,27.2,8,1,18.3,8,1,55,8,1,18,8,1,993.9,8,1,0,1,8,1,9.3,0,8,1,4.9,8,1
2017/6/3,21.2,8,1,25.3,8,1,17.0,8,1,46,8,1,28,8,1,1000.8,8,1,0.0,0,8,1,13.2,0,8,1,2.9,8,1
2017/6/4,21.0,8,1,26.3,8,1,17.2,8,1,43,8,1,24,8,1,1006.4,8,1,0,1,8,1,8.0,0,8,1,4.4,8,1
2017/6/5,20.1,8,1,24.6,8,1,17.3,8,1,53,8,1,37,8,1,1013.5,8,1,0,1,8,1,9.3,0,8,1,3.9,8,1
2017/6/6,19.7,8,1,25.0,8,1,16.9,8,1,59,8,1,42,8,1,1019.1,8,1,0.0,0,8,1,3.3,0,8,1,3.7,8,1
2017/6/7,20.5,8,1,23.3,8,1,17.9,8,1,69,8,1,52,8,1,1015.4,8,1,0.0,0,8,1,0.0,0,8,1,4.7,8,1
2017/6/8,21.6,8,1,24.0,8,1,19.2,8,1,83,8,1,63,8,1,1006.5,8,1,0.5,0,8,1,1.2,0,8,1,5.3,8,1
2017/6/9,22.7,8,1,27.5,8,1,20.4,8,1,69,8,1,40,8,1,1006.1,8,1,0.0,0,8,1,5.1,0,8,1,3.6,8,1
2017/6/10,23.4,8,1,29.1,8,1,19.5,8,1,67,8,1,37,8,1,1003.5,8,1,0,1,8,1,9.6,0,8,1,4.8,8,1
2017/6/11,21.2,8,1,24.6,8,1,18.8,8,1,60,8,1,49,8,1,1005.3,8,1,0,1,8,1,3.3,0,8,1,3.9,8,1
2017/6/12,20.8,8,1,26.4,8,1,17.5,8,1,52,8,1,31,8,1,1009.6,8,1,0.0,0,8,1,6.7,0,8,1,3.6,8,1
2017/6/13,18.1,8,1,20.2,8,1,16.6,8,1,81,8,1,65,8,1,1013.4,8,1,1.5,0,8,1,0.0,0,8,1,3.5,8,1
2017/6/14,19.2,8,1,24.5,8,1,15.2,8,1,78,8,1,53,8,1,1008.8,8,1,7.5,0,8,1,3.7,0,8,1,3.2,8,1
2017/6/15,20.8,8,1,25.5,8,1,16.7,8,1,76,8,1,47,8,1,1007.2,8,1,0,1,8,1,3.3,0,8,1,3.4,8,1
2017/6/16,22.4,8,1,27.4,8,1,18.8,8,1,69,8,1,46,8,1,1005.8,8,1,0,1,8,1,11.2,0,8,1,3.6,8,1
2017/6/17,21.9,8,1,27.6,8,1,18.2,8,1,60,8,1,37,8,1,1011.5,8,1,0,1,8,1,13.3,0,8,1,3.7,8,1
